"","x"
"5451",1
"5452",1
"5453",1
"5454",1
"5455",1
"5456",1
"5457",1
"5458",1
"5459",1
"5460",2
"5461",2
"5462",2
"5463",2
"5464",2
"5465",2
"5466",2
"5467",2
"5468",2
"5469",2
"5470",2
"5471",2
"5472",2
"5473",2
"5474",2
"5475",2
"5476",2
"5477",2
"5478",2
"5479",2
"5480",2
"5481",2
"5482",2
"5483",2
"5484",1
"5485",1
"5486",1
"5487",1
"5488",2
"5489",2
"5490",1
"5491",1
"5492",1
"5493",1
"5494",1
"5495",1
"5496",1
"5497",1
"5498",1
"5499",1
"5500",1
"5501",1
"5502",1
"5503",1
"5504",1
"5505",1
"5506",1
"5507",1
"5508",1
"5509",2
"5510",1
"5511",1
"5512",2
"5513",2
"5514",2
"5515",2
"5516",2
"5517",2
"5518",1
"5519",1
"5520",1
"5521",1
"5522",1
"5523",1
"5524",1
"5525",1
"5526",1
"5527",1
"5528",1
"5529",1
"5530",1
"5531",1
"5532",1
"5533",1
"5534",1
"5535",2
"5536",2
"5537",2
"5538",2
"5539",2
"5540",1
"5541",1
"5542",1
"5543",1
"5544",1
"5545",1
"5546",1
"5547",2
"5548",2
"5549",2
"5550",2
"5551",2
"5552",2
"5553",2
"5554",2
"5555",2
"5556",1
"5557",1
"5558",1
"5559",1
"5560",2
"5561",2
"5562",2
"5563",2
"5564",2
"5565",2
"5566",2
"5567",2
"5568",2
"5569",2
"5570",1
"5571",1
"5572",1
"5573",1
"5574",1
"5575",1
"5576",2
"5577",2
"5578",2
"5579",2
"5580",2
"5581",2
"5582",2
"5583",2
"5584",2
"5585",2
"5586",2
"5587",2
"5588",2
"5589",2
"5590",2
"5591",2
"5592",2
"5593",2
"5594",2
"5595",2
"5596",2
"5597",2
"5598",2
"5599",2
"5600",2
"5601",2
"5602",2
"5603",2
"5604",2
"5605",2
"5606",2
"5607",2
"5608",2
"5609",2
"5610",2
"5611",2
"5612",2
"5613",2
"5614",2
"5615",2
"5616",2
"5617",2
"5618",2
"5619",2
"5620",2
"5621",2
"5622",2
"5623",2
"5624",2
"5625",2
"5626",2
"5627",2
"5628",2
"5629",1
"5630",1
"5631",2
"5632",2
"5633",2
"5634",2
"5635",2
"5636",1
"5637",1
"5638",1
"5639",2
"5640",2
"5641",2
"5642",2
"5643",2
"5644",2
"5645",2
"5646",2
"5647",2
"5648",2
"5649",2
"5650",2
"5651",2
"5652",2
"5653",1
"5654",1
"5655",1
"5656",1
"5657",1
"5658",2
"5659",2
"5660",2
"5661",2
"5662",2
"5663",2
"5664",2
"5665",2
"5666",2
"5667",2
"5668",2
"5669",2
"5670",2
"5671",2
"5672",2
"5673",2
"5674",2
"5675",2
"5676",1
"5677",1
"5678",1
"5679",1
"5680",1
"5681",1
"5682",2
"5683",2
"5684",1
"5685",1
"5686",2
"5687",2
"5688",2
"5689",2
"5690",2
"5691",2
"5692",1
"5693",1
"5694",1
"5695",1
"5696",1
"5697",2
"5698",2
"5699",2
"5700",1
"5701",2
"5702",2
"5703",2
"5704",2
"5705",2
"5706",2
"5707",2
"5708",2
"5709",2
"5710",2
"5711",2
"5712",2
"5713",2
"5714",2
"5715",2
"5716",2
"5717",1
"5718",1
"5719",1
"5720",1
"5721",1
"5722",1
"5723",1
"5724",1
"5725",1
"5726",1
"5727",1
"5728",1
"5729",1
"5730",1
"5731",1
"5732",1
"5733",2
"5734",2
"5735",2
"5736",2
"5737",2
"5738",2
"5739",2
"5740",2
"5741",2
"5742",2
"5743",1
"5744",1
"5745",1
"5746",1
"5747",1
"5748",1
"5749",1
"5750",1
"5751",1
"5752",1
"5753",2
"5754",2
"5755",2
"5756",2
"5757",2
"5758",2
"5759",2
"5760",2
"5761",1
"5762",1
"5763",1
"5764",2
"5765",2
"5766",2
"5767",2
"5768",2
"5769",2
"5770",2
"5771",2
"5772",2
"5773",2
"5774",2
"5775",2
"5776",2
"5777",2
"5778",1
"5779",1
"5780",1
"5781",1
"5782",1
"5783",2
"5784",2
"5785",1
"5786",1
"5787",1
"5788",1
"5789",2
"5790",1
"5791",1
"5792",1
"5793",1
"5794",1
"5795",1
"5796",1
"5797",1
"5798",1
"5799",1
"5800",1
"5801",1
"5802",1
"5803",1
"5804",1
"5805",1
"5806",1
"5807",1
"5808",1
"5809",1
"5810",1
"5811",1
"5812",1
"5813",1
"5814",1
"5815",1
"5816",1
"5817",2
"5818",2
"5819",2
"5820",2
"5821",2
"5822",2
"5823",2
"5824",2
"5825",2
"5826",2
"5827",2
"5828",2
"5829",2
"5830",2
"5831",2
"5832",1
"5833",1
"5834",1
"5835",2
"5836",2
"5837",2
"5838",2
"5839",1
"5840",1
"5841",2
"5842",2
"5843",2
"5844",2
"5845",2
"5846",2
"5847",2
"5848",2
"5849",2
"5850",2
"5851",2
"5852",2
"5853",2
"5854",2
"5855",2
"5856",2
"5857",2
"5858",2
"5859",2
"5860",2
"5861",1
"5862",1
"5863",2
"5864",2
"5865",2
"5866",2
"5867",2
"5868",2
"5869",2
"5870",2
"5871",2
"5872",2
"5873",2
"5874",2
"5875",2
"5876",2
"5877",2
"5878",2
"5879",2
"5880",2
"5881",2
"5882",2
"5883",2
"5884",2
"5885",2
"5886",2
"5887",2
"5888",2
"5889",2
"5890",2
"5891",2
"5892",2
"5893",2
"5894",2
"5895",2
"5896",2
"5897",2
"5898",2
"5899",2
"5900",2
"5901",2
"5902",2
"5903",2
"5904",2
"5905",2
"5906",2
"5907",2
"5908",2
"5909",2
"5910",2
"5911",2
"5912",2
"5913",2
"5914",2
"5915",2
"5916",2
"5917",2
"5918",2
"5919",2
"5920",2
"5921",2
"5922",2
"5923",2
"5924",2
"5925",2
"5926",2
"5927",2
"5928",2
"5929",2
"5930",2
"5931",2
"5932",2
"5933",2
"5934",2
"5935",2
"5936",2
"5937",2
"5938",2
"5939",2
"5940",1
"5941",1
"5942",1
"5943",1
"5944",1
"5945",1
"5946",1
"5947",1
"5948",1
"5949",1
"5950",1
"5951",2
"5952",2
"5953",2
"5954",1
"5955",1
"5956",1
"5957",2
"5958",2
"5959",2
"5960",2
"5961",1
"5962",1
"5963",1
"5964",1
"5965",1
"5966",1
"5967",1
"5968",1
"5969",2
"5970",2
"5971",2
"5972",2
"5973",2
"5974",1
"5975",1
"5976",2
"5977",2
"5978",2
"5979",2
"5980",2
"5981",2
"5982",2
"5983",2
"5984",2
"5985",2
"5986",2
"5987",2
"5988",2
"5989",2
"5990",2
"5991",2
"5992",2
"5993",2
"5994",2
"5995",2
"5996",2
"5997",2
"5998",1
"5999",1
"6000",1
"6001",1
"6002",1
"6003",1
"6004",1
"6005",1
"6006",1
"6007",1
"6008",1
"6009",1
"6010",1
"6011",1
"6012",1
"6013",1
"6014",1
"6015",1
"6016",2
"6017",2
"6018",2
"6019",2
"6020",2
"6021",2
"6022",2
"6023",2
"6024",2
"6025",2
"6026",2
"6027",2
"6028",2
"6029",2
"6030",2
"6031",2
"6032",2
"6033",2
"6034",2
"6035",2
"6036",2
"6037",1
"6038",1
"6039",2
"6040",2
"6041",2
"6042",2
"6043",2
"6044",2
"6045",2
"6046",2
"6047",2
"6048",2
"6049",1
"6050",1
"6051",2
"6052",2
"6053",2
"6054",2
"6055",2
"6056",2
"6057",2
"6058",2
"6059",2
"6060",2
"6061",2
"6062",2
"6063",2
"6064",1
"6065",1
"6066",1
"6067",1
"6068",1
"6069",1
"6070",1
"6071",1
"6072",1
"6073",1
"6074",1
"6075",1
"6076",1
"6077",1
"6078",1
"6079",1
"6080",1
"6081",1
"6082",1
"6083",1
"6084",1
"6085",1
"6086",1
"6087",1
"6088",1
"6089",1
"6090",1
"6091",1
"6092",1
"6093",1
"6094",1
"6095",1
"6096",1
"6097",1
"6098",2
"6099",2
"6100",2
"6101",2
"6102",2
"6103",2
"6104",2
"6105",2
"6106",2
"6107",2
"6108",2
"6109",2
"6110",2
"6111",2
"6112",2
"6113",2
"6114",2
"6115",2
"6116",2
"6117",1
"6118",1
"6119",1
"6120",1
"6121",2
"6122",2
"6123",2
"6124",2
"6125",2
"6126",2
"6127",2
"6128",2
"6129",2
"6130",1
"6131",2
"6132",2
"6133",2
"6134",2
"6135",2
"6136",2
"6137",2
"6138",2
"6139",2
"6140",2
"6141",1
"6142",1
"6143",1
"6144",1
"6145",1
"6146",1
"6147",1
"6148",2
"6149",2
"6150",2
"6151",2
"6152",2
"6153",2
"6154",2
"6155",2
"6156",2
"6157",2
"6158",2
"6159",2
"6160",2
"6161",1
"6162",1
"6163",2
"6164",2
"6165",2
"6166",2
"6167",2
"6168",2
"6169",2
"6170",2
"6171",2
"6172",2
"6173",2
"6174",2
"6175",2
"6176",2
"6177",2
"6178",2
"6179",2
"6180",2
"6181",2
"6182",2
"6183",2
"6184",2
"6185",2
"6186",2
"6187",2
"6188",2
"6189",2
"6190",2
"6191",2
"6192",2
"6193",2
"6194",2
"6195",2
"6196",2
"6197",2
"6198",2
"6199",2
"6200",2
"6201",2
"6202",2
"6203",2
"6204",2
"6205",1
"6206",1
"6207",1
"6208",1
"6209",1
"6210",1
"6211",1
"6212",1
"6213",1
"6214",1
"6215",1
"6216",2
"6217",2
"6218",2
"6219",2
"6220",2
"6221",2
"6222",1
"6223",1
"6224",1
"6225",1
"6226",2
"6227",2
"6228",2
"6229",2
"6230",2
"6231",2
"6232",2
"6233",2
"6234",2
"6235",2
"6236",2
"6237",2
"6238",2
"6239",1
"6240",1
"6241",1
"6242",1
"6243",2
"6244",2
"6245",2
"6246",2
"6247",2
"6248",2
"6249",2
"6250",2
"6251",1
"6252",1
"6253",1
"6254",1
"6255",1
"6256",1
"6257",1
"6258",1
"6259",1
"6260",1
"6261",1
"6262",1
"6263",1
"6264",1
"6265",1
"6266",1
"6267",1
"6268",1
"6269",1
"6270",1
"6271",1
"6272",1
"6273",1
"6274",1
"6275",1
"6276",2
"6277",2
"6278",2
"6279",2
"6280",2
"6281",2
"6282",2
"6283",2
"6284",2
"6285",2
"6286",2
"6287",2
"6288",2
"6289",2
"6290",2
"6291",2
"6292",2
"6293",2
"6294",2
"6295",2
"6296",2
"6297",2
"6298",1
"6299",1
"6300",1
"6301",1
"6302",2
"6303",2
"6304",2
"6305",2
"6306",2
"6307",1
"6308",1
"6309",1
"6310",1
"6311",1
"6312",1
"6313",1
"6314",1
"6315",1
"6316",1
"6317",1
"6318",1
"6319",1
"6320",1
"6321",1
"6322",1
"6323",1
"6324",1
"6325",1
"6326",1
"6327",1
"6328",1
"6329",2
"6330",2
"6331",2
"6332",2
"6333",2
"6334",2
"6335",2
"6336",2
"6337",2
"6338",2
"6339",2
"6340",2
"6341",2
"6342",2
"6343",2
"6344",2
"6345",2
"6346",2
"6347",1
"6348",1
"6349",1
"6350",1
"6351",1
"6352",1
"6353",2
"6354",2
"6355",2
"6356",2
"6357",2
"6358",2
"6359",2
"6360",2
"6361",2
"6362",2
"6363",1
"6364",1
"6365",1
"6366",1
"6367",1
"6368",2
"6369",2
"6370",2
"6371",2
"6372",2
"6373",2
"6374",1
"6375",1
"6376",1
"6377",2
"6378",2
"6379",2
"6380",2
"6381",2
"6382",2
"6383",2
"6384",2
"6385",2
"6386",2
"6387",2
"6388",2
"6389",2
"6390",2
"6391",2
"6392",2
"6393",2
"6394",2
"6395",2
"6396",2
"6397",2
"6398",2
"6399",2
"6400",2
"6401",2
"6402",2
"6403",2
"6404",2
"6405",2
"6406",2
"6407",2
"6408",2
"6409",2
"6410",2
"6411",2
"6412",2
"6413",2
"6414",2
"6415",1
"6416",1
"6417",1
"6418",1
"6419",1
"6420",1
"6421",1
"6422",2
"6423",2
"6424",2
"6425",2
"6426",2
"6427",2
"6428",2
"6429",2
"6430",2
"6431",2
"6432",2
"6433",2
"6434",2
"6435",2
"6436",2
"6437",2
"6438",2
"6439",2
"6440",2
"6441",2
"6442",2
"6443",1
"6444",1
"6445",1
"6446",1
"6447",1
"6448",1
"6449",1
"6450",1
"6451",2
"6452",2
"6453",2
"6454",2
"6455",2
"6456",2
"6457",2
"6458",2
"6459",2
"6460",2
"6461",2
"6462",2
"6463",2
"6464",2
"6465",2
"6466",2
"6467",2
"6468",2
"6469",2
"6470",2
"6471",2
"6472",2
"6473",2
"6474",2
"6475",1
"6476",1
"6477",1
"6478",1
"6479",1
"6480",1
"6481",1
"6482",1
"6483",1
"6484",1
"6485",1
"6486",1
"6487",1
"6488",1
"6489",1
"6490",1
"6491",1
"6492",1
"6493",1
"6494",1
"6495",1
"6496",1
"6497",1
"6498",1
"6499",1
"6500",1
"6501",1
"6502",1
"6503",1
"6504",2
"6505",2
"6506",2
"6507",2
"6508",2
"6509",2
"6510",2
"6511",2
"6512",2
"6513",2
"6514",2
"6515",2
"6516",2
"6517",2
"6518",2
"6519",2
"6520",2
"6521",2
"6522",2
"6523",2
"6524",2
"6525",2
"6526",2
"6527",2
"6528",2
"6529",2
"6530",2
"6531",1
"6532",1
"6533",1
"6534",1
"6535",1
"6536",1
"6537",1
"6538",1
"6539",2
"6540",2
"6541",2
"6542",2
"6543",2
"6544",2
"6545",2
"6546",2
"6547",2
"6548",2
"6549",2
"6550",2
"6551",1
"6552",1
"6553",1
"6554",1
"6555",1
"6556",1
"6557",1
"6558",1
"6559",1
"6560",1
"6561",1
"6562",1
"6563",2
"6564",2
"6565",1
"6566",1
"6567",1
"6568",1
"6569",1
"6570",2
"6571",2
"6572",2
"6573",2
"6574",2
"6575",1
"6576",1
"6577",1
"6578",1
"6579",1
"6580",1
"6581",2
"6582",2
"6583",2
"6584",2
"6585",2
"6586",2
"6587",2
"6588",2
"6589",2
"6590",2
"6591",1
"6592",1
"6593",1
"6594",2
"6595",2
"6596",1
"6597",1
"6598",1
"6599",2
"6600",2
"6601",2
"6602",2
"6603",2
"6604",2
"6605",2
"6606",2
"6607",2
"6608",2
"6609",2
"6610",2
"6611",2
"6612",2
"6613",2
"6614",2
"6615",2
"6616",2
"6617",2
"6618",2
"6619",2
"6620",2
"6621",2
"6622",2
"6623",2
"6624",2
"6625",2
"6626",1
"6627",1
"6628",2
"6629",2
"6630",2
"6631",2
"6632",2
"6633",1
"6634",1
"6635",1
"6636",1
"6637",1
"6638",2
"6639",2
"6640",2
"6641",2
"6642",2
"6643",2
"6644",2
"6645",2
"6646",2
"6647",2
"6648",2
"6649",2
"6650",2
"6651",1
"6652",1
"6653",1
"6654",2
"6655",2
"6656",2
"6657",2
"6658",2
"6659",2
"6660",2
"6661",2
"6662",2
"6663",2
"6664",2
"6665",2
"6666",2
"6667",2
"6668",2
"6669",2
"6670",2
"6671",2
"6672",2
"6673",2
"6674",2
"6675",2
"6676",2
"6677",2
"6678",2
"6679",2
"6680",2
"6681",2
"6682",2
"6683",2
"6684",2
"6685",2
"6686",2
"6687",2
"6688",2
"6689",2
"6690",2
"6691",2
"6692",2
"6693",2
"6694",2
"6695",2
"6696",2
"6697",1
"6698",1
"6699",1
"6700",1
"6701",1
"6702",2
"6703",2
"6704",2
"6705",2
"6706",2
"6707",1
"6708",1
"6709",1
"6710",1
"6711",2
"6712",2
"6713",2
"6714",2
"6715",2
"6716",2
"6717",2
"6718",2
"6719",2
"6720",2
"6721",2
"6722",2
"6723",2
"6724",2
"6725",2
"6726",2
"6727",2
"6728",2
"6729",2
"6730",2
"6731",2
"6732",2
"6733",1
"6734",1
"6735",1
"6736",1
"6737",1
"6738",1
"6739",1
"6740",1
"6741",1
"6742",1
"6743",2
"6744",2
"6745",2
"6746",2
"6747",1
"6748",1
"6749",1
"6750",1
"6751",1
"6752",1
"6753",1
"6754",1
"6755",1
"6756",2
"6757",2
"6758",2
"6759",2
"6760",2
"6761",2
"6762",2
"6763",2
"6764",2
"6765",2
"6766",2
"6767",2
"6768",2
"6769",2
"6770",1
"6771",1
"6772",1
"6773",1
"6774",1
"6775",1
"6776",1
"6777",1
"6778",1
"6779",1
"6780",1
"6781",1
"6782",1
"6783",1
"6784",1
"6785",1
"6786",1
"6787",1
"6788",1
"6789",2
"6790",2
"6791",2
"6792",2
"6793",2
"6794",2
"6795",2
"6796",2
"6797",2
"6798",2
"6799",2
"6800",2
"6801",2
"6802",2
"6803",2
"6804",2
"6805",2
"6806",2
"6807",2
"6808",2
"6809",2
"6810",2
"6811",2
"6812",2
"6813",2
"6814",1
"6815",1
"6816",1
"6817",1
"6818",1
"6819",1
"6820",1
"6821",1
"6822",1
"6823",1
"6824",1
"6825",1
"6826",1
"6827",1
"6828",1
"6829",1
"6830",1
"6831",1
"6832",1
"6833",1
"6834",1
"6835",1
"6836",1
"6837",1
"6838",1
"6839",1
"6840",1
"6841",1
"6842",1
"6843",1
"6844",1
"6845",1
"6846",1
"6847",1
"6848",1
"6849",1
"6850",1
"6851",1
"6852",1
"6853",2
"6854",2
"6855",2
"6856",2
"6857",2
"6858",2
"6859",2
"6860",2
"6861",2
"6862",2
"6863",2
"6864",2
"6865",2
"6866",2
"6867",2
"6868",1
"6869",1
"6870",1
"6871",1
"6872",1
"6873",1
"6874",1
"6875",1
"6876",1
"6877",1
"6878",1
"6879",2
"6880",2
"6881",2
"6882",2
"6883",2
"6884",2
"6885",2
"6886",2
"6887",2
"6888",2
"6889",2
"6890",2
"6891",2
"6892",2
"6893",2
"6894",2
"6895",2
"6896",2
"6897",2
"6898",2
"6899",2
"6900",2
"6901",2
"6902",2
"6903",2
"6904",2
"6905",2
"6906",2
"6907",2
"6908",2
"6909",2
"6910",2
"6911",2
"6912",2
"6913",2
"6914",2
"6915",2
"6916",2
"6917",2
"6918",2
"6919",2
"6920",2
"6921",1
"6922",1
"6923",1
"6924",1
"6925",1
"6926",1
"6927",1
"6928",1
"6929",1
"6930",1
"6931",1
"6932",2
"6933",2
"6934",2
"6935",2
"6936",1
"6937",1
"6938",1
"6939",1
"6940",1
"6941",1
"6942",1
"6943",1
"6944",1
"6945",1
"6946",1
"6947",1
"6948",2
"6949",2
"6950",2
"6951",2
"6952",2
"6953",2
"6954",2
"6955",1
"6956",1
"6957",2
"6958",1
"6959",1
"6960",1
"6961",1
"6962",1
"6963",1
"6964",1
"6965",1
"6966",1
"6967",1
"6968",1
"6969",1
"6970",1
"6971",1
"6972",1
"6973",1
"6974",1
"6975",1
"6976",1
"6977",1
"6978",1
"6979",1
"6980",1
"6981",1
"6982",1
"6983",2
"6984",2
"6985",2
"6986",2
"6987",2
"6988",2
"6989",2
"6990",2
"6991",2
"6992",2
"6993",2
"6994",2
"6995",2
"6996",2
"6997",2
"6998",2
"6999",2
"7000",2
"7001",2
"7002",2
"7003",2
"7004",2
"7005",2
"7006",2
"7007",2
"7008",2
"7009",2
"7010",2
"7011",2
"7012",2
"7013",2
"7014",2
"7015",2
"7016",2
"7017",2
"7018",2
"7019",2
"7020",2
"7021",2
"7022",2
"7023",2
"7024",2
"7025",2
"7026",1
"7027",1
"7028",1
"7029",1
"7030",1
"7031",1
"7032",1
"7033",1
"7034",1
"7035",1
"7036",1
"7037",1
"7038",2
"7039",2
"7040",2
"7041",2
"7042",2
"7043",2
"7044",2
"7045",2
"7046",2
"7047",2
"7048",2
"7049",2
"7050",2
"7051",2
"7052",2
"7053",2
"7054",2
"7055",2
"7056",2
"7057",2
"7058",2
"7059",2
"7060",2
"7061",1
"7062",1
"7063",1
"7064",1
"7065",1
"7066",1
"7067",2
"7068",2
"7069",2
"7070",2
"7071",2
"7072",2
"7073",2
"7074",2
"7075",2
"7076",2
"7077",2
"7078",2
"7079",2
"7080",2
"7081",2
"7082",2
"7083",1
"7084",1
"7085",1
"7086",1
"7087",1
"7088",1
"7089",2
"7090",2
"7091",2
"7092",2
"7093",2
"7094",1
"7095",1
"7096",2
"7097",2
"7098",2
"7099",2
"7100",1
"7101",1
"7102",1
"7103",1
"7104",1
"7105",1
"7106",1
"7107",1
"7108",1
"7109",1
"7110",1
"7111",1
"7112",2
"7113",2
"7114",2
"7115",2
"7116",2
"7117",2
"7118",2
"7119",2
"7120",2
"7121",2
"7122",1
"7123",1
"7124",1
"7125",1
"7126",1
"7127",1
"7128",1
"7129",1
"7130",1
"7131",1
"7132",1
"7133",1
"7134",2
"7135",2
"7136",2
"7137",2
"7138",2
"7139",2
"7140",2
"7141",1
"7142",1
"7143",1
"7144",1
"7145",2
"7146",2
"7147",2
"7148",2
"7149",2
"7150",2
"7151",2
"7152",2
"7153",1
"7154",1
"7155",1
"7156",1
"7157",2
"7158",2
"7159",2
"7160",2
"7161",2
"7162",2
"7163",2
"7164",2
"7165",2
"7166",2
"7167",2
"7168",2
"7169",2
"7170",2
"7171",2
"7172",2
"7173",2
"7174",2
"7175",2
"7176",2
"7177",2
"7178",2
"7179",2
"7180",2
"7181",2
"7182",2
"7183",2
"7184",2
"7185",2
"7186",2
"7187",2
"7188",2
"7189",2
"7190",2
"7191",2
"7192",2
"7193",2
"7194",2
"7195",2
"7196",1
"7197",1
"7198",1
"7199",1
"7200",2
"7201",2
"7202",2
"7203",2
"7204",1
"7205",1
"7206",1
"7207",1
"7208",1
"7209",1
"7210",1
"7211",1
"7212",1
"7213",1
"7214",1
"7215",1
"7216",1
"7217",2
"7218",2
"7219",2
"7220",1
"7221",1
"7222",1
"7223",1
"7224",1
"7225",1
"7226",1
"7227",1
"7228",1
"7229",1
"7230",1
"7231",1
"7232",1
"7233",1
"7234",1
"7235",1
"7236",1
"7237",1
"7238",1
"7239",2
"7240",2
"7241",2
"7242",2
"7243",2
"7244",1
"7245",1
"7246",1
"7247",1
"7248",1
"7249",2
"7250",2
"7251",2
"7252",2
"7253",2
"7254",2
"7255",2
"7256",2
"7257",2
"7258",2
"7259",2
"7260",2
"7261",2
"7262",2
"7263",2
"7264",2
"7265",1
"7266",1
"7267",1
"7268",1
"7269",1
"7270",1
"7271",1
"7272",2
"7273",2
"7274",2
"7275",2
"7276",2
"7277",2
"7278",2
"7279",2
"7280",2
"7281",2
"7282",2
"7283",1
"7284",1
"7285",1
"7286",1
"7287",1
"7288",2
"7289",2
"7290",2
"7291",2
"7292",2
"7293",2
"7294",2
"7295",2
"7296",2
"7297",2
"7298",2
"7299",2
"7300",2
"7301",2
"7302",2
"7303",2
"7304",2
"7305",2
"7306",2
"7307",2
"7308",2
"7309",2
"7310",2
"7311",2
"7312",2
"7313",2
"7314",1
"7315",1
"7316",1
"7317",1
"7318",1
"7319",1
"7320",1
"7321",1
"7322",1
"7323",1
"7324",1
"7325",1
"7326",1
"7327",1
"7328",1
"7329",1
"7330",1
"7331",1
"7332",2
"7333",1
"7334",1
"7335",1
"7336",1
"7337",1
"7338",1
"7339",1
"7340",1
"7341",1
"7342",1
"7343",1
"7344",1
"7345",1
"7346",1
"7347",1
"7348",1
"7349",1
"7350",1
"7351",1
"7352",1
"7353",1
"7354",1
"7355",1
"7356",1
"7357",2
"7358",2
"7359",2
"7360",2
"7361",2
"7362",2
"7363",2
"7364",2
"7365",2
"7366",2
"7367",2
"7368",2
"7369",2
"7370",2
"7371",2
"7372",2
"7373",2
"7374",2
"7375",1
"7376",1
"7377",1
"7378",2
"7379",2
"7380",2
"7381",2
"7382",2
"7383",2
"7384",2
"7385",2
"7386",1
"7387",1
"7388",1
"7389",1
"7390",1
"7391",1
"7392",1
"7393",2
"7394",2
"7395",2
"7396",2
"7397",2
"7398",2
"7399",2
"7400",2
"7401",2
"7402",2
"7403",2
"7404",1
"7405",2
"7406",2
"7407",2
"7408",2
"7409",2
"7410",2
"7411",1
"7412",1
"7413",1
"7414",2
"7415",2
"7416",2
"7417",2
"7418",2
"7419",2
"7420",2
"7421",2
"7422",2
"7423",2
"7424",2
"7425",2
"7426",2
"7427",2
"7428",2
"7429",2
"7430",2
"7431",2
"7432",2
"7433",2
"7434",2
"7435",2
"7436",2
"7437",2
"7438",2
"7439",2
"7440",2
"7441",1
"7442",1
"7443",1
"7444",1
"7445",2
"7446",2
"7447",2
"7448",2
"7449",2
"7450",2
"7451",2
"7452",2
"7453",2
"7454",2
"7455",2
"7456",2
"7457",2
"7458",2
"7459",2
"7460",2
"7461",2
"7462",2
"7463",2
"7464",2
"7465",2
"7466",2
"7467",2
"7468",2
"7469",2
"7470",2
"7471",2
"7472",2
"7473",2
"7474",2
"7475",2
"7476",2
"7477",2
"7478",2
"7479",2
"7480",1
"7481",1
"7482",1
"7483",1
"7484",1
"7485",2
"7486",2
"7487",2
"7488",2
"7489",2
"7490",2
"7491",2
"7492",2
"7493",2
"7494",2
"7495",2
"7496",2
"7497",2
"7498",2
"7499",2
"7500",2
"7501",2
"7502",2
"7503",2
"7504",2
"7505",2
"7506",2
"7507",2
"7508",2
"7509",2
"7510",2
"7511",2
"7512",2
"7513",2
"7514",1
"7515",1
"7516",1
"7517",1
"7518",1
"7519",1
"7520",1
"7521",1
"7522",1
"7523",1
"7524",2
"7525",2
"7526",2
"7527",1
"7528",1
"7529",1
"7530",1
"7531",1
"7532",1
"7533",1
"7534",1
"7535",1
"7536",1
"7537",2
"7538",2
"7539",2
"7540",2
"7541",2
"7542",2
"7543",2
"7544",2
"7545",2
"7546",2
"7547",2
"7548",2
"7549",2
"7550",2
"7551",2
"7552",2
"7553",2
"7554",2
"7555",2
"7556",2
"7557",2
"7558",1
"7559",1
"7560",1
"7561",1
"7562",2
"7563",2
"7564",2
"7565",2
"7566",2
"7567",2
"7568",1
"7569",1
"7570",2
"7571",2
"7572",2
"7573",2
"7574",2
"7575",2
"7576",1
"7577",1
"7578",1
"7579",1
"7580",1
"7581",1
"7582",1
"7583",1
"7584",1
"7585",1
"7586",2
"7587",2
"7588",2
"7589",1
"7590",1
"7591",1
"7592",1
"7593",1
"7594",1
"7595",1
"7596",1
"7597",1
"7598",1
"7599",1
"7600",1
"7601",1
"7602",1
"7603",1
"7604",1
"7605",1
"7606",1
"7607",1
"7608",2
"7609",2
"7610",2
"7611",2
"7612",2
"7613",2
"7614",1
"7615",1
"7616",1
"7617",1
"7618",1
"7619",1
"7620",1
"7621",2
"7622",2
"7623",2
"7624",2
"7625",2
"7626",2
"7627",2
"7628",2
"7629",2
"7630",2
"7631",2
"7632",2
"7633",2
"7634",2
"7635",2
"7636",2
"7637",2
"7638",2
"7639",2
"7640",2
"7641",2
"7642",2
"7643",2
"7644",2
"7645",2
"7646",2
"7647",2
"7648",2
"7649",2
"7650",2
"7651",2
"7652",2
"7653",2
"7654",2
"7655",2
"7656",2
"7657",2
"7658",2
"7659",2
"7660",2
"7661",2
"7662",2
"7663",2
"7664",2
"7665",2
"7666",2
"7667",2
"7668",2
"7669",2
"7670",2
"7671",2
"7672",2
"7673",2
"7674",2
"7675",2
"7676",2
"7677",2
"7678",2
"7679",2
"7680",2
"7681",2
"7682",2
"7683",2
"7684",2
"7685",2
"7686",2
"7687",2
"7688",2
"7689",2
"7690",2
"7691",2
"7692",2
"7693",2
"7694",2
"7695",2
"7696",2
"7697",1
"7698",1
"7699",1
"7700",1
"7701",1
"7702",1
"7703",1
"7704",1
"7705",1
"7706",2
"7707",2
"7708",2
"7709",2
"7710",2
"7711",2
"7712",2
"7713",2
"7714",2
"7715",2
"7716",2
"7717",1
"7718",1
"7719",2
"7720",2
"7721",2
"7722",2
"7723",2
"7724",2
"7725",1
"7726",1
"7727",1
"7728",1
"7729",1
"7730",1
"7731",1
"7732",1
"7733",1
"7734",1
"7735",1
"7736",1
"7737",1
"7738",1
"7739",1
"7740",1
"7741",1
"7742",1
"7743",1
"7744",1
"7745",1
"7746",1
"7747",1
"7748",1
"7749",1
"7750",1
"7751",1
"7752",1
"7753",1
"7754",1
"7755",1
"7756",1
"7757",1
"7758",1
"7759",1
"7760",1
"7761",1
"7762",2
"7763",2
"7764",2
"7765",2
"7766",2
"7767",2
"7768",2
"7769",1
"7770",1
"7771",1
"7772",1
"7773",1
"7774",1
"7775",2
"7776",1
"7777",1
"7778",1
"7779",2
"7780",2
"7781",2
"7782",2
